casename,Precursor,case_name,floris_TI,floris_U0,layout_x,layout_y,num_turbines,path,sim_length,sowfa_TI,sowfa_U0,yaw,power,ti,d_spacing,wake_table,Layouts
c_728,"neutral_5kmx5kmx1km
",CaseNov_11_c2_PP21_hi_gauss,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/nov5cases,2000.0,0.1,8.0,"[ 0.   0.   8.7  5.7  0.   0.   0.   0.   0.   6.5  0.   2.2  0.   0.
 11.6  0.   1.   0.   6.7  0.   0.   0.   0.   0.   0.   1.4  0.   1.
  0.   0.   0.   3.7  0.   9.3  0.   0.   0.   0. ]","[ 948.5 1042.3  684.2 1550.2  913.6 1664.3  850.6 1041.1 1088.  1089.9
 1488.8 1582.6 1943.3 2421.  1771.4 1894.4 1824.  1170.8  937.7 1088.
  813.1  900.5 1962.2  975.5 2280.2 2001.4 1823.3 2031.7 1895.3 1707.9
 1915.2 1994.2 2595.4 2420.  1380.6 2143.8  889.8  886.6]","[0.14702402 0.17199192 0.11890111 0.16511977 0.10089492 0.13450702
 0.15648341 0.16199946 0.19073242 0.12850969 0.10463197 0.11551068
 0.11647809 0.09270778 0.07915353 0.1480996  0.12000127 0.14650712
 0.18936152 0.16703562 0.16788763 0.18964965 0.11789601 0.14024741
 0.07933868 0.11600804 0.102594   0.12124301 0.11135279 0.11853649
 0.13626476 0.09988905 0.09328063 0.09422792 0.13755087 0.13353496
 0.19294397 0.15052808]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_729,"neutral_5kmx5kmx1km
",CaseNov_19_c2_PP188_hi_gauss,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/nov5cases,2000.0,0.1,8.0,"[14.4 12.2  9.7  8.9 19.   0.   0.   4.9  0.   7.6  0.   2.9  0.  12.9
 13.   0.   1.3  0.   8.8  0.   0.   0.   0.   0.   0.   1.6  0.   1.2
  0.   0.   0.   4.3  0.  11.2  0.   0.   0.   0. ]","[1095.5 1170.6  674.4 1526.1  922.5 1670.4  852.5 1214.9 1154.6 1094.5
 1480.2 1582.6 1948.1 2311.9 1746.6 1889.  1826.1 1166.5  910.1 1231.3
  860.4  910.6 1941.6  973.5 2284.7 2001.5 1824.6 2032.7 1897.3 1706.9
 1913.7 1990.4 2593.  2386.6 1416.3 2161.2  882.8  831.1]","[0.13026085 0.15990979 0.12089701 0.16937391 0.10551763 0.13049466
 0.16242647 0.17811666 0.19696233 0.12758369 0.09966382 0.11494286
 0.11630826 0.09465186 0.07850924 0.14875569 0.12064184 0.15229726
 0.17694626 0.20266742 0.14860181 0.17295231 0.11886745 0.14389089
 0.07962542 0.11599249 0.10250624 0.1211239  0.11128635 0.11853656
 0.13628449 0.09996476 0.09336365 0.09389462 0.13450361 0.12788038
 0.19465132 0.15564949]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_730,"neutral_5kmx5kmx1km
",CaseNov_12_c2_PP21_hi_gch,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/nov5cases,2000.0,0.1,8.0,"[17.1 15.8  9.1 12.7 19.2 13.8  0.  14.5  5.4  9.6  1.   9.2  0.  20.4
 13.2  5.9  3.1  0.  12.9  0.   0.   0.   0.   0.   0.   4.8  0.   1.1
  0.   0.   0.   6.2  1.7 12.2  0.   0.   0.   0. ]","[1207.1 1272.2  678.4 1493.3 1060.8 1554.6 1055.7 1299.2 1142.  1120.2
 1471.2 1547.5 1947.9 2141.  1738.3 1862.1 1814.1 1188.3  820.  1644.1
  871.5  950.9 1887.5  998.2 2290.6 1988.1 1825.3 2033.1 1898.6 1706.9
 1913.5 1978.2 2584.5 2360.2 1405.2 2161.5  849.4  987.4]","[0.13872821 0.14355657 0.12481929 0.17107463 0.10715677 0.12364249
 0.16724822 0.1784122  0.18491061 0.13270636 0.0994799  0.11654528
 0.1163069  0.09632181 0.07839148 0.14737727 0.12574746 0.17100569
 0.15055712 0.2126315  0.18387133 0.17376385 0.11891386 0.1396481
 0.07910404 0.11509571 0.10246069 0.12118104 0.11124713 0.1185034
 0.13629664 0.09970795 0.09314694 0.09425565 0.13112549 0.1245375
 0.19418007 0.14863757]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_731,"neutral_5kmx5kmx1km
",case8_c2_hi_gch,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_redo,2000.0,0.1,8.0,"[21.  18.1  6.1 11.4 23.2 15.4  8.8 13.9 10.5  8.6  0.  12.2  0.  23.6
 14.6  0.   1.5  0.  10.9  0.   0.   0.   0.   0.   0.   3.7  0.   0.
  0.   0.   0.   4.7  0.  14.6  0.   0.   0.   0. ]","[1239.5 1353.7  685.4 1499.9 1062.3 1533.1 1024.8 1421.4 1088.3 1154.1
 1468.3 1519.6 1948.3 2046.4 1716.3 1881.5 1819.3 1152.9  825.8 1761.7
  920.8  968.4 1922.7  988.3 2288.  1995.5 1825.6 2033.1 1899.4 1706.9
 1912.7 1986.4 2589.4 2315.9 1472.1 2172.1  860.  1015.8]","[0.13622456 0.13448909 0.12632489 0.17180087 0.10446469 0.12145529
 0.16170184 0.16962275 0.18426204 0.13839517 0.1004307  0.1171331
 0.1162709  0.09731663 0.07778363 0.14887941 0.12213101 0.16158619
 0.14204376 0.22182874 0.17227186 0.15567572 0.11759993 0.14136473
 0.07896462 0.11531167 0.10249095 0.12134422 0.11123294 0.11849691
 0.13630021 0.09995478 0.09317432 0.09384257 0.13299802 0.12164562
 0.18801402 0.14895801]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_732,"neutral_5kmx5kmx1km
",CaseNov_20_c2_PP188_hi_gch,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/nov5cases,2000.0,0.1,8.0,"[21.  21.4  9.6 15.5 24.8 15.   0.  17.2  7.6 10.3  1.2 12.   0.  25.
 14.4  7.2  3.4  0.  14.4  0.   0.   0.   0.   0.   0.   6.3  0.   1.3
  0.   0.   0.   6.8  1.9 13.3  0.   0.   0.   0. ]","[1278.8 1321.7  680.8 1463.4 1058.  1541.7 1076.7 1436.  1152.  1133.1
 1465.1 1519.5 1948.2 2007.5 1717.  1846.1 1807.2 1214.8  801.2 1888.2
  884.4  985.9 1875.4  998.  2290.8 1978.7 1825.9 2032.9 1899.4 1707.1
 1913.3 1971.5 2582.  2331.1 1420.  2175.5  830.4  987.1]","[0.13737402 0.13239227 0.12430937 0.1728351  0.10303374 0.1210128
 0.16453018 0.16573627 0.18179888 0.14172374 0.09789267 0.11698725
 0.11633425 0.09752907 0.07774173 0.14698844 0.12653604 0.17336127
 0.15229193 0.19681327 0.15044917 0.14641802 0.11801455 0.14038626
 0.07831372 0.11464029 0.10238483 0.12111588 0.11123326 0.11849068
 0.13628928 0.09961075 0.09307359 0.0936184  0.13148797 0.12741515
 0.19128747 0.15478016]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_733,"neutral_5kmx5kmx1km
",case7_c2_hi_gaussh,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_redo,2000.0,0.1,8.0,"[23.  22.8 11.6 15.5 23.   0.   0.  21.3  0.   9.7  0.   2.   0.  16.
 12.   0.   0.   0.  13.3  0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   2.1  0.  12.   0.   0.   0.   0. ]","[1066.4 1149.9  678.5 1485.2  918.8 1654.9  844.6 1239.3 1194.  1071.9
 1482.2 1586.3 1949.8 2250.9 1756.8 1886.5 1810.8 1160.6  862.4 1768.9
  877.3  923.2 1944.   962.3 2281.4 2003.5 1825.1 2033.3 1898.2 1706.6
 1912.9 1996.1 2593.3 2371.8 1435.8 2177.6  872.8  871.4]","[0.12569991 0.13827267 0.12269549 0.17065812 0.10304496 0.13110513
 0.16094603 0.15167964 0.19479913 0.11927976 0.1013332  0.11420033
 0.1162242  0.09533658 0.07908648 0.14863696 0.12035313 0.15350432
 0.15329184 0.21357048 0.15239151 0.17675408 0.12208916 0.14172485
 0.08013416 0.11631017 0.10249995 0.12133336 0.1112535  0.11852617
 0.13629045 0.10022051 0.09334869 0.09349858 0.13555924 0.13026884
 0.18474496 0.14427908]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_734,"neutral_5kmx5kmx1km
",casex06_2hi_gch,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_redo,2000.0,0.1,8.0,"[23.29 20.    3.72 10.39 23.85  0.    8.1  14.42 11.75 11.28  0.    9.09
  0.   23.49  9.58  3.34  2.85  0.   10.93  0.    0.    0.    0.    0.
  0.    9.56  0.    1.15  0.    0.    0.    5.53  0.   14.06  0.    0.
  0.    0.  ]","[1185.8 1323.6  687.7 1504.  1045.3 1632.2  826.  1438.1 1060.8 1115.1
 1466.  1548.8 1947.4 2058.  1787.2 1879.3 1819.  1174.4  847.2 1781.6
  940.1  949.7 1841.8 1021.3 2293.9 1939.4 1824.5 2032.7 1898.9 1706.5
 1913.1 1983.4 2589.6 2325.3 1463.4 2154.   872.7  896.5]","[0.13392557 0.13276195 0.12577977 0.17149609 0.1038295  0.13300402
 0.15439379 0.1684456  0.19222976 0.12730176 0.09868605 0.11662343
 0.11632086 0.09718327 0.08042682 0.14825258 0.12313297 0.16133415
 0.16417838 0.20835239 0.14304043 0.17841712 0.1217563  0.14823289
 0.07836723 0.11402057 0.10250104 0.12111801 0.11124435 0.1184966
 0.13630983 0.09988704 0.09318451 0.09375656 0.13373908 0.12258781
 0.18459188 0.16364701]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_735,"neutral_5kmx5kmx1km
",case_nn_04_c2_high_gauss,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_re_redo,2000.0,0.1,8.0,"[23.9 22.5 12.5 15.1 25.   0.   0.  19.4  0.  10.   0.   3.7  0.  17.
 13.4  0.   1.8  0.  13.1  0.   0.   0.   0.   0.   0.   1.7  0.   1.3
  0.   0.   0.   4.3  0.  12.8  0.   0.   0.   0. ]","[1087.4 1201.1  671.2 1479.8  901.9 1666.2  853.1 1312.8 1195.8 1082.9
 1478.3 1582.  1949.3 2233.1 1738.3 1886.5 1822.3 1164.6  863.8 1714.
  866.5  929.  1933.   973.1 2284.2 2001.8 1825.2 2033.  1898.1 1706.8
 1913.2 1989.5 2591.5 2354.7 1441.6 2158.2  861.5  886.1]","[0.12704795 0.13897171 0.12346012 0.1710055  0.10170496 0.12940253
 0.16181618 0.16845247 0.18210173 0.1264994  0.09944873 0.11475189
 0.11625687 0.09555293 0.07835599 0.14876308 0.12118781 0.15819008
 0.16284582 0.22397283 0.13869835 0.16969821 0.12058366 0.14097209
 0.07964461 0.11590018 0.10244842 0.12113237 0.11125114 0.11851133
 0.13630388 0.09999269 0.09326473 0.09372195 0.1333031  0.12516507
 0.18551814 0.17357261]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_736,"neutral_5kmx5kmx1km
",case_nn_05_c2_high_gch,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_re_redo,2000.0,0.1,8.0,"[24.2 24.5  9.  17.9 23.8 11.   0.  18.6  5.1 10.7  0.6 14.7  0.  24.8
 14.2  7.3  3.7  0.  18.1  0.   0.   0.   0.   0.   0.   4.9  0.   1.3
  0.   0.   0.   8.   1.7 14.1  0.   0.   0.   0. ]","[1194.8 1276.2  694.4 1438.9 1079.9 1596.3 1001.5 1451.6 1182.2 1160.5
 1464.1 1491.2 1948.1 2007.2 1723.2 1847.2 1812.6 1211.4  751.6 1924.8
  892.6  990.7 1889.2  990.7 2289.7 1988.4 1826.5 2033.1 1899.4 1707.
 1913.4 1962.  2581.5 2313.2 1428.1 2172.3  811.7  962.1]","[0.13580231 0.12374855 0.12473753 0.17281397 0.10401966 0.12293406
 0.16807981 0.16285161 0.17980833 0.1435039  0.09796537 0.11754535
 0.11631213 0.0974444  0.07795723 0.14717609 0.12769961 0.17401934
 0.16288023 0.18834623 0.12628167 0.14549545 0.11595897 0.13973742
 0.07893064 0.11488082 0.10241361 0.12112463 0.11122742 0.11848699
 0.13628419 0.0994292  0.09310158 0.09364386 0.13175154 0.12991022
 0.18966946 0.14114822]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_737,"neutral_5kmx5kmx1km
",casex05_2hi_gauss,0.09,8.38,"(2436.8, 3082.4, 2759.6, 2114.0, 1791.2, 2114.0, 2759.6, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3082.4, 3555.0, 4373.6, 4268.7, 3965.2, 3496.1, 2912.3, 2276.9, 1658.8, 1125.0, 733.4, 526.4, 526.4, 733.4, 1125.0, 1658.8, 2276.9, 2912.3, 3496.1, 3965.2, 4268.7)","(2436.8, 2436.8, 2995.9, 2995.0, 2436.8, 1877.0, 1877.7, 2436.0, 3082.4, 3555.0, 3728.0, 3555.0, 3082.4, 2436.8, 1791.2, 1318.6, 1145.6, 1318.6, 1791.2, 2436.8, 3065.7, 3626.4, 4058.2, 4314.3, 4367.0, 4210.5, 3861.8, 3358.6, 2755.6, 2118.0, 1515.0, 1011.8, 663.1, 506.6, 559.3, 815.4, 1247.2, 1807.9)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_redo,2000.0,0.1,8.0,"[25.   24.02 12.71 17.28 25.    0.    0.   22.75  0.   10.51  0.    3.76
  0.   18.64 13.75  0.    1.76  0.   15.46  0.    0.    0.    0.    0.
  0.    1.24  0.    1.18  0.    0.    0.    4.51  0.   13.92  0.    0.
  0.    0.  ]","[1086.8 1211.   679.9 1455.   929.3 1668.8  854.4 1317.4 1212.  1076.4
 1478.2 1582.6 1949.7 2194.7 1731.1 1885.9 1824.1 1159.   826.7 1918.2
  872.4  923.1 1938.4  967.1 2283.1 2002.5 1825.4 2033.1 1898.4 1706.8
 1913.2 1987.4 2591.  2335.9 1456.5 2154.9  885.7  850.7]","[0.1291597  0.13449659 0.12380749 0.17098111 0.10144522 0.12849953
 0.16536415 0.15230919 0.17928183 0.12371683 0.09980316 0.11452803
 0.11624533 0.09579307 0.07813436 0.14881646 0.12121031 0.15938408
 0.15965041 0.22012923 0.15052488 0.17149628 0.1207567  0.14298833
 0.07944646 0.11592955 0.10242502 0.12111727 0.1112575  0.11851297
 0.13629292 0.09996728 0.09323858 0.09373542 0.13349008 0.12215631
 0.19103041 0.17614234]",1.6428571428571428,"[4 3 4 3 3 3 4 5 5 5 3 1 2 0 2 1 3 5 5 5 3 4 6 3 1 0 0 0 0 0 0 0 0 1 3 6 4
 3]",30x19
c_738,"neutral_5kmx5kmx1km
",case1_c1_hi_baseline,0.09,8.38,"(2500.0, 1856.9, 2227.2, 2870.2, 3143.1, 2772.8, 2129.7, 1213.6, 1442.3, 1954.3, 2612.5, 3240.6, 3670.2, 3786.3, 3557.7, 3045.7, 2387.5, 1759.4, 1329.8, 570.6, 729.9, 1081.1, 1586.0, 2190.0, 2827.6, 3429.6, 3931.0, 4277.2, 4430.9, 4375.3, 4116.5, 3682.6, 3120.5, 2491.1, 1862.7, 1303.4, 873.7, 620.3)","(2499.9, 2443.7, 1914.8, 1972.0, 2556.2, 3085.7, 3028.8, 2388.2, 1759.3, 1329.7, 1213.7, 1442.2, 1954.3, 2612.5, 3240.5, 3670.2, 3786.2, 3557.6, 3045.6, 2331.1, 1713.8, 1181.6, 792.4, 588.1, 591.0, 800.8, 1194.7, 1730.1, 2348.9, 2984.0, 3566.7, 4033.8, 4334.7, 4436.7, 4328.9, 4022.9, 3551.8, 2966.8)",38,sowfa_library (Paul.fleming@nrel.gov)/full_runs/gch_runs/eagle_5x5_redo,2000.0,0.1,8.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[1499.2 1537.5 1796.1 1251.7 1418.6  992.3  763.7 1482.2 1154.9 1908.9
 1089.7 1605.   865.  1312.4 1926.5 1216.2 1709.2  897.5 1338.  2241.6
 1802.9 1793.6 2315.9 2615.9  973.6 1615.6 1064.7 1341.7 1404.2 1336.1
 1137.6 1624.1  927.8 1842.3 2244.8 2044.7 1554.9 1970.5]","[0.15214482 0.18922724 0.10732728 0.15852374 0.17058215 0.21306219
 0.1021116  0.17062429 0.20754809 0.1551605  0.15448313 0.2048116
 0.14815528 0.1900897  0.15279311 0.17715383 0.0876262  0.1234623
 0.18443689 0.12022992 0.14664194 0.10626479 0.14668986 0.10034428
 0.1198301  0.09692535 0.19624575 0.12926697 0.16612087 0.20055925
 0.15128567 0.12342645 0.09469271 0.16899043 0.07443589 0.1184975
 0.11374996 0.10828899]",0.3944444444444439,"[4 2 3 5 4 4 2 1 1 2 3 4 5 5 4 4 3 1 1 0 0 0 0 1 2 4 4 5 5 4 4 5 3 1 0 0 0
 0]",38x38
